Keyword,Reason,Analysis,AU,BR,CA,DE,ES,EU,FR,IT,JP,MX,NL,SE,UAE,UK,US
Powerlab Androdrol,Tainted Products,"Flagged as a tainted product, 'Powerlab Androdrol' likely contains undisclosed or harmful ingredients, posing health risks and leading to its prohibition.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Powermania,Sexual Enhancement Products - prohibited,"This keyword is associated with sexual enhancement products, which are prohibited due to potential health risks and lack of regulatory approval.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
PowerPoint,Trademark Terms,'PowerPoint' is a trademarked term for Microsoft's presentation software. Unauthorized use could infringe on Microsoft's intellectual property rights.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Powerzen,Tainted Products,"Powerzen is flagged due to concerns over tainted products, which may contain undisclosed or harmful ingredients. This poses a risk to consumer safety and violates product integrity standards.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
PR-XT Advanced,Prohibited Supplement Products,"PR-XT Advanced is identified as a prohibited supplement product, likely due to containing ingredients that are not approved for use or are considered unsafe in supplements.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Pravachol,Prescription Drugs & Ingredients - cannot be sold,"Pravachol is a prescription drug, and its sale is restricted to prevent unauthorized distribution and ensure it is used under medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Pravastatin Sodium,Prescription Drugs & Ingredients - cannot be sold|California Proposition 65,"Pravastatin Sodium is flagged for being a prescription drug and due to California Proposition 65, which requires warnings for products containing chemicals known to cause cancer or reproductive harm.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Praziquantel,Prescription Veterinary Products and Ingredients - cannot be sold,"Praziquantel is a veterinary prescription product, and its sale is restricted to prevent misuse and ensure it is administered by qualified professionals.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prednisolone,Restricted Ingredient,"Prednisolone is a restricted ingredient, likely due to its potent effects and the need for controlled use under medical guidance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prednisolone sodium phosphate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Prednisolone sodium phosphate is subject to California Proposition 65 regulations, requiring warnings if sold in the US. Compliance with local regulations is necessary in other regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prednisone,Prescription Drugs & Ingredients - cannot be sold,"Prednisone is a prescription drug, and its sale is restricted to ensure it is used appropriately under medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Pregabalin,Prescription Drugs & Ingredients - cannot be sold,"Pregabalin is a prescription drug, and its sale is restricted to prevent misuse and ensure it is prescribed by healthcare professionals.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Pregnenolone,"High-risk Ingredient - previously actively restricted on Amazon, but it appears that we can now sell without restriction. We are currently allow listing products containing this ingredient in the US, but they are at higher risk of becoming restricted at some point in the future. Currently restricted on Walmart.","Pregnenolone is not allowed in Japan, possibly due to its hormonal effects and the lack of regulatory approval for its use as a supplement or medication.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Premarin,Prescription Drugs & Ingredients - cannot be sold,"Premarin is a prescription drug, which makes it prohibited for sale on most online platforms without proper authorization. Its classification as a prescription drug means it cannot be sold freely.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"Premium Grade Shock","Pesticide labeling claims related to swimming pools, spas, and hot tubs",No analysis available,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prenylamine,Restricted Ingredient,"Prenylamine is flagged as a restricted ingredient, likely due to safety concerns or regulatory restrictions. It is important to verify its status in different regions before attempting to sell products containing it.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
PrePost,Prohibited Supplement Products,"PrePost is categorized under prohibited supplement products, indicating that it may contain ingredients or claims that are not compliant with regulatory standards.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Presurge Unleashed,Tainted Products,"This product is flagged as tainted, suggesting it may contain undisclosed or harmful ingredients. Such products are often subject to strict regulatory scrutiny and are prohibited from sale.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prevacid,Prescription Drugs & Ingredients - cannot be sold,"Prevacid is a prescription drug, making it illegal to sell without proper authorization. Its classification as a prescription medication restricts its sale to licensed pharmacies or authorized sellers.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prevent,"Analyze for claims - do not claim to prevent disease, sickness","The keyword 'Prevent' is flagged due to its potential to imply a claim of preventing diseases or sicknesses, which is not allowed without proper substantiation and approval. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
previously Pneumocystis carinii,CDC Diseases - analyze to see if this is a claim,This keyword is associated with a disease name and is flagged to ensure it is not used in a way that implies a treatment or prevention claim without proper authorization. This is a general compliance issue applicable to all regions.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Priacemen,Unapproved New Drugs - not allowed,"'Priacemen' is flagged as it is considered an unapproved new drug, which is not allowed to be marketed or sold without regulatory approval. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Prilocaine,Prescription Drugs & Ingredients - cannot be sold,"'Prilocaine' is flagged as it is a prescription drug ingredient, which cannot be sold without a prescription. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Primary Amebic Meningoencephalitis,CDC Diseases - analyze to see if this is a claim,This keyword is associated with a serious disease and is flagged to ensure it is not used in a way that implies a treatment or prevention claim without proper authorization. This is a general compliance issue applicable to all regions.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Primatene,Ephedrine Products - not allowed to be sold,"'Primatene' is flagged as it contains ephedrine, a substance that is not allowed to be sold due to regulatory restrictions on ephedrine products. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Primatene Mist,Ephedrine Products - not allowed to be sold,"Similar to 'Primatene', 'Primatene Mist' is flagged due to its content of ephedrine, which is restricted from sale. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Primaxin,Prescription Antibiotics cannot be sold,"'Primaxin' is flagged as it is a prescription antibiotic, which cannot be sold without a prescription. This is a general compliance issue applicable to all regions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,The term 'prime day' is flagged because it is associated with Amazon's promotional event. Using this phrase in product titles can lead to search suppression as it may mislead customers or imply unauthorized association with Amazon's official event.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day deal,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"'Prime day deal' is flagged for similar reasons as 'prime day'. It suggests a specific promotional offer tied to Amazon's event, which can mislead customers and violate Amazon's promotional guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day deals,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The plural form 'prime day deals' is also restricted as it implies multiple offers related to Amazon's event, potentially misleading customers and violating Amazon's promotional policies.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day offer,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"'Prime day offer' is flagged because it suggests a specific promotional offer tied to Amazon's event, which can mislead customers and violate Amazon's promotional guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day offers,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"Similar to 'prime day offer', the plural 'prime day offers' implies multiple promotions related to Amazon's event, potentially misleading customers and violating Amazon's promotional policies.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"'Prime day sale' is flagged as it suggests a sale event associated with Amazon's Prime Day, which can mislead customers and violate Amazon's promotional guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The plural 'prime day sales' is restricted as it implies multiple sale events related to Amazon's Prime Day, potentially misleading customers and violating Amazon's promotional policies.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day special,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"'Prime day special' is flagged because it suggests a special offer tied to Amazon's event, which can mislead customers and violate Amazon's promotional guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day special offer,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"'Prime day special offer' is restricted as it implies a specific promotional offer related to Amazon's Prime Day, potentially misleading customers and violating Amazon's promotional policies.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day special offers,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The plural 'prime day special offers' is flagged as it suggests multiple promotional offers tied to Amazon's event, which can mislead customers and violate Amazon's promotional guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime day specials,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,The keyword 'prime day specials' is flagged due to its association with Amazon's promotional events. Using such phrases in product titles can lead to search suppression as they are considered restricted by Amazon Europe.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime_day,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,The keyword 'prime_day' is flagged because it directly references Amazon's Prime Day event. Such terms are restricted in product titles to prevent misleading promotions.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime_day_deal,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The keyword 'prime_day_deal' is flagged for similar reasons as other 'prime day' related terms. It implies a specific promotional event, which is restricted in product listings.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime_day_deals,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,The keyword 'prime_day_deals' is flagged due to its promotional nature. Amazon restricts the use of such terms to maintain control over event-related marketing.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
prime_day_offer,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"The keyword 'prime_day_offer' is flagged because it suggests a specific promotional offer related to Amazon's Prime Day, which is restricted in product titles.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
